Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
A0K920	NUOD_BURCH	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Burkholderia cenocepacia (strain HI2424)	417	7.1.1.-	nuoD Bcen2424_2246			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q1GIN0	NUOH_RUEST	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	Ruegeria sp. (strain TM1040) (Silicibacter sp.)	345	7.1.1.-	nuoH TM1040_0753			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q6MIR4	NUOB_BDEBA	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100)	187	7.1.1.-	nuoB Bd3086		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
B0ULK5	NUOB_METS4	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Methylobacterium sp. (strain 4-46)	195	7.1.1.-	nuoB M446_4391		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q39EE8	NUOD_BURL3	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	417	7.1.1.-	nuoD Bcep18194_A5574			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
A1AVR9	NUOH_RUTMC	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	Ruthia magnifica subsp. Calyptogena magnifica	357	7.1.1.-	nuoH Rmag_0244			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q7VRV3	NUOB_BLOFL	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Blochmannia floridanus	223	7.1.1.-	nuoB Bfl492		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
B5EZK3	NUOH_SALA4	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	Salmonella agona (strain SL483)	325	7.1.1.-	nuoH SeAg_B2461			SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01350}.
A9MJA3	NUOH_SALAR	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	325	7.1.1.-	nuoH SARI_00577			SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q7VFT0	NUOI_HELHP	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	Helicobacter hepaticus (strain ATCC 51449 / 3B1)	212	7.1.1.-	nuoI HH_1595		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q2RJU6	NUOB_MOOTA	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Moorella thermoacetica (strain ATCC 39073 / JCM 9320)	166	7.1.1.-	nuoB Moth_0978		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
A5EK99	NUOB_BRASB	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Bradyrhizobium sp. (strain BTAi1 / ATCC BAA-1182)	194	7.1.1.-	nuoB BBta_4562		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q7VZQ4	NUOB_BORPE	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251)	158	7.1.1.-	nuoB BP0842		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
B2S544	NUOB_BRUA1	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Brucella abortus (strain S19)	193	7.1.1.-	nuoB BAbS19_I07670		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
A3NTA9	NUOD_BURP0	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Burkholderia pseudomallei (strain 1106a)	417	7.1.1.-	nuoD BURPS1106A_1302			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
A9N586	NUOH_SALPB	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	325	7.1.1.-	nuoH SPAB_00656			SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01350}.
Q3JUA6	NUOD_BURP1	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Burkholderia pseudomallei (strain 1710b)	417	7.1.1.-	nuoD BURPS1710b_1438			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
Q57DU9	NUOC_BRUAB	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Brucella abortus biovar 1 (strain 9-941)	202	7.1.1.-	nuoC BruAb1_0818			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
B2U7Q9	NUOC_RALPJ	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Ralstonia pickettii (strain 12J)	200	7.1.1.-	nuoC Rpic_2212			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
C0RIE1	NUOC_BRUMB	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Brucella melitensis biotype 2 (strain ATCC 23457)	202	7.1.1.-	nuoC BMEA_A0846			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
Q8YGK2	NUOC_BRUME	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	202	7.1.1.-	nuoC BMEI1156			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
Q8K9Y6	NUOB_BUCAP	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Buchnera aphidicola subsp. Schizaphis graminum (strain Sg)	223	7.1.1.-	nuoB BUsg_148		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q8G1B6	NUOB_BRUSU	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Brucella suis biovar 1 (strain 1330)	193	7.1.1.-	nuoB BR0803 BS1330_I0799		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
B8D760	NUOB_BUCAT	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Buchnera aphidicola subsp. Acyrthosiphon pisum (strain Tuc7)	224	7.1.1.-	nuoB BUAPTUC7_154		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
B8D8V6	NUOB_BUCA5	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Buchnera aphidicola subsp. Acyrthosiphon pisum (strain 5A)	224	7.1.1.-	nuoB BUAP5A_153		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
B6JNA8	NUOI_HELP2	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	Helicobacter pylori (strain P12)	220	7.1.1.-	nuoI HPP12_1234		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01351}.
B5Z8R3	NUOI_HELPG	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	Helicobacter pylori (strain G27)	220	7.1.1.-	nuoI HPG27_1213		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01351}.
B2SVL8	NUOB_XANOP	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Xanthomonas oryzae pv. oryzae (strain PXO99A)	182	7.1.1.-	nuoB PXO_01288		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q5GXT2	NUOB_XANOR	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Xanthomonas oryzae pv. oryzae (strain KACC10331 / KXO85)	184	7.1.1.-	nuoB XOO3235		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q3JNA0	NUOB2_BURP1	Putative NADH-quinone oxidoreductase subunit B 2 (EC 7.1.1.-) (NADH dehydrogenase I subunit B 2) (NDH-1 subunit B 2)	Burkholderia pseudomallei (strain 1710b)	167	7.1.1.-	nuoB2 BURPS1710b_3588			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
A0K922	NUOB_BURCH	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Burkholderia cenocepacia (strain HI2424)	159	7.1.1.-	nuoB Bcen2424_2248		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q9A6X4	NUOD_CAUVC	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus)	398	7.1.1.-	nuoD CC_1952			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
B0CLD1	NUOC_BRUSI	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Brucella suis (strain ATCC 23445 / NCTC 10510)	202	7.1.1.-	nuoC BSUIS_A0843			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
B3EI96	NUOD_CHLL2	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330)	395	7.1.1.-	nuoD Clim_0847			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01358}.
B4E5M1	NUOB_BURCJ	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656 / NCTC 13227 / J2315 / CF5610) (Burkholderia cepacia (strain J2315))	159	7.1.1.-	nuoB BceJ2315_23030 BCAL2343		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q21YC5	NUOC_RHOFT	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	Rhodoferax ferrireducens (strain ATCC BAA-621 / DSM 15236 / T118) (Albidiferax ferrireducens)	202	7.1.1.-	nuoC Rfer_1495			SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01357}.
B8GA16	NUOB2_CHLAD	NADH-quinone oxidoreductase subunit B 2 (EC 7.1.1.-) (NADH dehydrogenase I subunit B 2) (NDH-1 subunit B 2)	Chloroflexus aggregans (strain MD-66 / DSM 9485)	264	7.1.1.-	nuoB2 Cagg_1630		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
B3QY47	NUOB2_CHLT3	NADH-quinone oxidoreductase subunit B 2 (EC 7.1.1.-) (NADH dehydrogenase I subunit B 2) (NDH-1 subunit B 2)	Chloroherpeton thalassium (strain ATCC 35110 / GB-78)	195	7.1.1.-	nuoB2 Ctha_2564		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q7NUE5	NUOB2_CHRVO	NADH-quinone oxidoreductase subunit B 2 (EC 7.1.1.-) (NADH dehydrogenase I subunit B 2) (NDH-1 subunit B 2)	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)	171	7.1.1.-	nuoB2 CV_2755		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01356}.
