Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
B7NG90	FRDD_ECOLU	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)	119		frdD ECUMN_4687			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
A1KIY4	FRDD_MYCBP	Fumarate reductase subunit D	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	125		frdD BCG_1606			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
P0A8Q4	FRDD_ECO57	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Escherichia coli O157:H7	119		frdD Z5758 ECs5132			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000250}.
A8A7Q0	FRDD_ECOHS	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Escherichia coli O9:H4 (strain HS)	119		frdD EcHS_A4395			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
P59844	FRDD_HAEDU	Fumarate reductase subunit D	Haemophilus ducreyi (strain 35000HP / ATCC 700724)	114		frdD HD_0034			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
C5BDL4	FRDD_EDWI9	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Edwardsiella ictaluri (strain 93-146)	119		frdD NT01EI_0389			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q57GN7	FRDD_SALCH	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Salmonella choleraesuis (strain SC-B67)	119		frdD SCH_4219			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
B4T2P9	FRDD_SALNS	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Salmonella newport (strain SL254)	119		frdD SNSL254_A4701			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
B5BKG4	FRDD_SALPK	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Salmonella paratyphi A (strain AKU_12601)	119		frdD SSPA3861			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
B4TSD5	FRDD_SALSV	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Salmonella schwarzengrund (strain CVM19633)	119		frdD SeSA_A4610			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
P67645	FRDD_SALTY	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	119		frdD STM4340			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000250}.
Q328H3	FRDD_SHIDS	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Shigella dysenteriae serotype 1 (strain Sd197)	119		frdD SDY_4395			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q94523	SDHA_DROME	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (FP) (Succinyl coenzyme A synthetase flavoprotein subunit)	Drosophila melanogaster (Fruit fly)	661	1.3.5.1	SdhA Scs-fp CG17246	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; fumarate from succinate (eukaryal route): step 1/1. {ECO:0000250|UniProtKB:P31040}.	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:Q0QF01}; 	SUBUNIT: Component of complex II composed of four subunits: a flavoprotein (FP), an iron-sulfur protein (IP), and a cytochrome b composed of a large and a small subunit. {ECO:0000250|UniProtKB:Q0QF01}.
P0AC41	SDHA_ECOLI	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	Escherichia coli (strain K12)	588	1.3.5.1	sdhA b0723 JW0713	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; fumarate from succinate (bacterial route): step 1/1. {ECO:0000305|PubMed:19710024}.	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:12560550, ECO:0000269|PubMed:16407191, ECO:0000269|PubMed:19710024};  Note=Flavinylated by SdhE, about 5% flavinylation occurs in the absence of SdhE. {ECO:0000269|PubMed:26644464};	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, cytochrome b-556, and a hydrophobic anchor protein. The complex forms trimers. Can be cross-linked to SdhE (PubMed:26644464). {ECO:0000269|PubMed:12560550, ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:16407191, ECO:0000269|PubMed:19710024, ECO:0000269|PubMed:26644464}.
Q59662	SDHB_PARDE	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	Paracoccus denitrificans	259	1.3.5.1	sdhB	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; fumarate from succinate (bacterial route): step 1/1.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000250}; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000250};	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, cytochrome b-556, and a hydrophobic anchor protein.
Q9U3X4	SDHA_DICDI	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (FP)	Dictyostelium discoideum (Slime mold)	626	1.3.5.1	sdhA DDB_G0280535	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; fumarate from succinate (eukaryal route): step 1/1. {ECO:0000250|UniProtKB:P31040}.	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:Q0QF01}; 	SUBUNIT: Component of complex II composed of four subunits: a flavoprotein (FP), an iron-sulfur protein (IP), and a cytochrome b composed of a large and a small subunit. {ECO:0000250|UniProtKB:Q0QF01}.
P0AC42	SDHA_ECOL6	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	588	1.3.5.1	sdhA c0801	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; fumarate from succinate (bacterial route): step 1/1. {ECO:0000250|UniProtKB:P0AC41}.	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:P0AC41}; 	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, cytochrome b-556, and a hydrophobic anchor protein. The complex forms trimers. {ECO:0000250|UniProtKB:P0AC41}.
P08066	SDHB_BACSU	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	Bacillus subtilis (strain 168)	253	1.3.5.1	sdhB BSU28430	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; fumarate from succinate (bacterial route): step 1/1.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601;  Note=Binds 1 [2Fe-2S] cluster.; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137;  Note=Binds 1 [3Fe-4S] cluster.; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883;  Note=Binds 1 [4Fe-4S] cluster.;	SUBUNIT: In B.subtilis succinate dehydrogenase forms part of an enzyme complex containing three subunits: a flavoprotein, an iron-sulfur protein and cytochrome b-558.
Q328H2	FRDC_SHIDS	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Shigella dysenteriae serotype 1 (strain Sd197)	131		frdC SDY_4396			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
Q7M825	MFRE_WOLSU	8-methylmenaquinol:fumarate reductase membrane anchor subunit (MFR membrane anchor subunit) (EC 1.3.5.-)	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	284	1.3.5.-	sdhE sdhC WS1922			SUBUNIT: The MFR complex is composed of three subunits: a flavoprotein (SdhA), an iron-sulfur protein (SdhB), and one hydrophobic anchor protein (SdhE). {ECO:0000269|PubMed:19170876}.
C6DFN7	FRDD_PECCP	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Pectobacterium carotovorum subsp. carotovorum (strain PC1)	118		frdD PC1_3761			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
B4EWY4	FRDD_PROMH	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Proteus mirabilis (strain HI4320)	119		frdD PMI3585			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
A9MFR0	FRDD_SALAR	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	119		frdD SARI_03293			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
A9N409	FRDD_SALPB	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	119		frdD SPAB_05471			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
P67646	FRDD_SALTI	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Salmonella typhi	119		frdD STY4700 t4392			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000250}.
A8G8T4	FRDD_SERP5	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Serratia proteamaculans (strain 568)	119		frdD Spro_0416			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q0SXC5	FRDD_SHIF8	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Shigella flexneri serotype 5b (strain 8401)	119		frdD SFV_4310			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q3YUI7	FRDD_SHISS	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Shigella sonnei (strain Ss046)	119		frdD SSON_4337			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
A7MZ44	FRDD_VIBCB	Fumarate reductase subunit D	Vibrio campbellii (strain ATCC BAA-1116 / BB120)	125		frdD VIBHAR_00134			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q9KNS2	FRDD_VIBCH	Fumarate reductase subunit D	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	130		frdD VC_2659			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q8DCX4	FRDD_VIBVU	Fumarate reductase subunit D	Vibrio vulnificus (strain CMCP6)	125		frdD VV1_1266			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q8ZIX8	FRDD_YERPE	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Yersinia pestis	118		frdD YPO0357 y0614 YP_0512			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000250}.
P69054	DHSC_ECOLI	Succinate dehydrogenase cytochrome b556 subunit (Cytochrome b-556)	Escherichia coli (strain K12)	129		sdhC cybA b0721 JW0711	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413;  Note=The heme is bound between the two transmembrane subunits.;	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. The complex can form homotrimers. {ECO:0000269|PubMed:12560550, ECO:0000269|PubMed:16407191, ECO:0000269|PubMed:19710024}.
Q1RHB6	DHSD_RICBR	Succinate dehydrogenase hydrophobic membrane anchor subunit	Rickettsia bellii (strain RML369-C)	125		sdhD RBE_1167	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};  Note=The heme is bound between the two transmembrane subunits. {ECO:0000250};	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. {ECO:0000250}.
B5Y349	FRDD_KLEP3	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein)	Klebsiella pneumoniae (strain 342)	119		frdD KPK_5118			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
P0AC46	DHSD_SHIFL	Succinate dehydrogenase hydrophobic membrane anchor subunit	Shigella flexneri	115		sdhD SF0575 S0588	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};  Note=The heme is bound between the two transmembrane subunits. {ECO:0000250};	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. The complex can form homotrimers (By similarity). {ECO:0000250}.
P17413	FRDC_WOLSU	Fumarate reductase cytochrome b subunit	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	256		frdC WS0832			SUBUNIT: Part of an enzyme complex containing three subunits: a flavoprotein, an iron-sulfur protein, and cytochrome b-556.
P0A8Q0	FRDC_ECOLI	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Escherichia coli (strain K12)	131		frdC b4152 JW4113			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD).
B2TY30	FRDC_SHIB3	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	Shigella boydii serotype 18 (strain CDC 3083-94 / BS512)	131		frdC SbBS512_E4684			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
Q68XP1	DHSC_RICTY	Succinate dehydrogenase cytochrome b556 subunit (Cytochrome b-556)	Rickettsia typhi (strain ATCC VR-144 / Wilmington)	124		sdhC RT0115	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};  Note=The heme is bound between the two transmembrane subunits. {ECO:0000250};	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. The complex can form homotrimers (By similarity). {ECO:0000250}.
Q68XP0	DHSD_RICTY	Succinate dehydrogenase hydrophobic membrane anchor subunit	Rickettsia typhi (strain ATCC VR-144 / Wilmington)	125		sdhD RT0116	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle.	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};  Note=The heme is bound between the two transmembrane subunits. {ECO:0000250};	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. {ECO:0000250}.
Q9CP58	FRDC_PASMU	Fumarate reductase subunit C	Pasteurella multocida (strain Pm70)	132		frdC PM0199			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00708}.
Q9ZMP1	FRDB_HELPJ	Fumarate reductase iron-sulfur subunit (EC 1.3.5.1)	Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)	245	1.3.5.1	frdB jhp_0177		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000250}; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000250};	SUBUNIT: Part of an enzyme complex containing three subunits: a flavoprotein, an iron-sulfur, and cytochrome b-556. {ECO:0000250}.
B6EMS1	FRDD_ALISL	Fumarate reductase subunit D	Aliivibrio salmonicida (strain LFI1238) (Vibrio salmonicida (strain LFI1238))	120		frdD VSAL_I2791			SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000255|HAMAP-Rule:MF_00709}.
Q1RGP3	SDHB_RICBR	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	Rickettsia bellii (strain RML369-C)	261	1.3.5.1	sdhB RBE_1390	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; fumarate from succinate (bacterial route): step 1/1.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601;  Note=Binds 1 [2Fe-2S] cluster.; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137;  Note=Binds 1 [3Fe-4S] cluster.; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883;  Note=Binds 1 [4Fe-4S] cluster.;	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, cytochrome b-556, and a hydrophobic anchor protein.
