Protein ID	Transcribed	Expression [TPM]	JGI EC	Bidir EC	Bidir Subunit	Uniprot hit
1702471	Y	3.008965666666667			SUBUNIT: Interacts with IFT27, IFT81, IFT172, ATP6V1E1, HK1, LDHC, MAPRE1 and HSPA2. {ECO:0000250|UniProtKB:E9Q9D5}.	Q5R573
1294756	Y	7.444714033333333	2.7.1.107	2.7.1.107		P49621
1689833	Y	8.44178	6.3.2.19		SUBUNIT: Interacts with PSMC1, PSMC2, PSMC3, PSMC4, PSMC5 and PSMC6. Interacts with SUPT6H. {ECO:0000269|PubMed:15831487, ECO:0000269|PubMed:22316138}.; SUBUNIT: (Microbial infection) Interacts with HIV-1 Tat. {ECO:0000269|PubMed:17289585}.	Q9BRP4
1723393	Y	119.70247233333335		1.11.1.1	SUBUNIT: Homodimer. {ECO:0000269|PubMed:19118342}.	Q97FZ9
1634555	Y	3.7491400666666665	2.4.1.16	2.4.1.16		Q4P333
1003914	Y	0.077217				P13181
1322308	Y	36.916594999999994			SUBUNIT: Part of the multisubunit TRAPP (transport protein particle) I complex composed of BET3, BET5, TRS20, TRS23, TRS31 and TRS33. Part of the multisubunit TRAPP (transport protein particle) II complex composed of BET3, BET5, TRS20, TRS23, TRS31, TRS33, TRS65, TRS85, TRS120 and TRS130. Part of the multisubunit TRAPP (transport protein particle) III complex composed of BET3, BET5, TRS20, TRS23, TRS31, TRS33 and TRS85. {ECO:0000269|PubMed:11239471, ECO:0000269|PubMed:20375281, ECO:0000269|PubMed:20972447, ECO:0000269|PubMed:9564032}.	P36149
1749228	Y	4.49407		2.7.11.1	SUBUNIT: Interacts with CDC2-CCNB1 complex. Can also interact with PIN1 when phosphorylated by CDC2-CCNB1 (By similarity). {ECO:0000250}.	Q9ESG9
1051920	Y	8.597123333333332			SUBUNIT: Component of the ribosome quality control complex (RQC), composed of at least the E3 ubiquitin ligase LTN1 and NEMF (PubMed:25578875). The complex probably also contains TCF25 as well as VCP/p97 and its ubiquitin-binding cofactors (By similarity). RQC forms a stable complex with 60S ribosomal subunits (PubMed:25578875). Interacts (via its N-terminus) with XPO1 (PubMed:16103875). {ECO:0000250|UniProtKB:Q04781, ECO:0000269|PubMed:16103875, ECO:0000269|PubMed:25578875}.	O60524
923203	Y	58.91506666666667			SUBUNIT: PP2A exists in several trimeric forms, all of which consist of a core composed of a catalytic subunit associated with a 65 kDa (PR65) (Subunit A) and a 55 kDa (PR55) (Subunit B) regulatory subunit. {ECO:0000269|PubMed:9078365}.	Q12702
1069790	Y	4.384393333333334			SUBUNIT: Component of the XPC complex composed of XPC, RAD23B and CETN2. Interacts with RAD23A; the interaction is suggesting the existence of a functional equivalent variant XPC complex. Interacts with TDG; the interaction is demonstrated using the XPC:RAD23B dimer. Interacts with SMUG1; the interaction is demonstrated using the XPC:RAD23B dimer. Interacts with DDB2. Interacts with CCNH, GTF2H1 and ERCC3. Interacts with E2F1 and KAT2A; leading to KAT2A recruitment to promoters and subsequent acetylation of histones. {ECO:0000250|UniProtKB:Q01831}.	P51612
1069711	Y	5914.669747099999				Q20228
961688	Y	2.087014				Q9HD45
1667908	Y	2.8423209999999997				Q6P0X2
974617	Y	265.2616666666667	4.1.99.1	4.1.99.2	SUBUNIT: Homotetramer. {ECO:0000250}.	O08501
1369303	N			3.7.1.-		S0EE80
1269852	Y	0.6161146666666667		2.7.11.1		Q76P07
1649787	Y	1.3079033333333332	2.7.4.3	2.7.4.3; 2.7.4.6		Q32M07
1674366	Y	3.5214499999999997			SUBUNIT: The exocyst complex is composed of sec3, sec5, sec6, sec8, sec10, sec15, exo70 and exo84. {ECO:0000269|PubMed:11854409}.	O74846
1012594	Y	35.388108233333334				Q59LF3
1740755	Y	87.94316666666667	4.2.1.36	4.2.1.36		Q5A644
1663488	N				SUBUNIT: Heterodimers with gpn1 or gpn3. Binds to RNA polymerase II (RNAPII). {ECO:0000250|UniProtKB:Q08726, ECO:0000250|UniProtKB:Q9H9Y4}.	Q6PUR6
1047950	Y	175.72424333333333	2.3.1.1	2.3.1.1		A8N2M6
1652703	N					Q28EL0
1684697	Y	20.51776666666667	3.1.1.-			P87109
1054465	N			3.2.1.37; 3.2.1.55	SUBUNIT: Homotetramer.	P48790
1317334	Y	0.6069031999999999			SUBUNIT: Efficient DNA binding requires dimerization with another bHLH protein.	Q04635
599745	Y	12.061433333333333	2.1.1.45	2.1.1.45	SUBUNIT: Homodimer.	P13100
1746713	Y	0.9592986666666666			SUBUNIT: Associated with the spliceosome. {ECO:0000250}.	Q4WVF4
518703	Y	2972.7536156666665				Q95V31
1083355	Y	705.6966666666667				O14224
1741670	Y	4.373659000000001		3.6.4.13	SUBUNIT: Identified in the spliceosome C complex. {ECO:0000269|PubMed:11991638, ECO:0000269|PubMed:29301961}.	Q92620
1366122	Y	36.48656666666667			SUBUNIT: Component of the RNA polymerase II (Pol II) complex consisting of 12 subunits. {ECO:0000250}.	Q32P73
984950	Y	3.1302633333333336				Q84WU9
1305595	Y	2.8565166666666664			SUBUNIT: Component of the PAF1 complex, which at least consists of cdc73, paf1, leo1, ctr9 and rtf1 (By similarity). The PAF1 complex interacts with PHF5A (By similarity). {ECO:0000250|UniProtKB:Q62018, ECO:0000250|UniProtKB:Q6PD62}.	Q4QR29
1680134	Y	105.564886				Q9LF97
1748786	Y	9.231616666666666	4.1.1.29	4.1.1.11		Q5E6F9
1702653	Y	12.739936			SUBUNIT: Component of the PAF1 complex, which consists of CDC73, PAF1, LEO1, CTR9, RTF1 and WDR61; the association of RTF1 appears to be less stable than that of other subunits. At least in HeLa cells a N-terminal shorter form of RTF1 is also found in the complex (PubMed:20178742). The PAF1 complex interacts with PHF5A (By similarity). {ECO:0000250|UniProtKB:A2AQ19, ECO:0000269|PubMed:20178742}.	Q92541
1711618	Y	14.350646666666668			SUBUNIT: Interacts with PEX19. {ECO:0000250|UniProtKB:P56589}.	Q9JJK3
1656398	Y	6.681923333333333	1.2.1.41	1.2.1.41		Q9UT44
1274082	Y	0.413626			SUBUNIT: Component of the DCX DET1-COP1 ubiquitin ligase complex at least composed of RBX1, DET1, DDB1, CUL4A and COP1. {ECO:0000250}.	Q9D0A0
1674765	Y	0.5562656666666667				Q15404
1621207	Y	0.9541536666666666		2.1.1.n8		Q4R3W5
1677741	Y	0.355494				Q80XD1
1012565	N			3.1.3.36; 3.1.3.86	SUBUNIT: Interacts (when prenylated) with PDE6D; this is important for normal location in cilia. {ECO:0000250|UniProtKB:Q9NRR6}.	A0FI79
1633378	Y	0.29196666666666665				Q29RL1
1344825	Y	9.821194799999999			SUBUNIT: Component of the pre-66S ribosomal particle. {ECO:0000250}.	Q54GN8
1623177	Y	1.9194033333333334			SUBUNIT: Gamma-tubulin complex is composed of gamma-tubulin, TUBGCP2, TUBGCP3, TUBGCP4, TUBGCP5 and TUBGCP6. Interacts with ATF5; the ATF5:PCNT:polyglutamylated tubulin (PGT) tripartite unites the mother centriole and the pericentriolar material (PCM) in the centrosome. {ECO:0000250|UniProtKB:Q9BSJ2}.	Q5R5J6
1012708	Y	3174.1012041000004			SUBUNIT: Binds IPO9 with high affinity. Interacts with NEK6. Interacts with DESI2. {ECO:0000250|UniProtKB:P62081}.	P62082
1672474	Y	47.34921	4.4.1.1	4.4.1.1	SUBUNIT: Homotetramer. Interacts with CALM in a calcium-dependent manner (By similarity). {ECO:0000250}.	Q19QT7
1728806	Y	15.338818676999999		3.4.24.84		Q8RX88
1279078	Y	45.09813333333333			SUBUNIT: Heterooligomeric complex of about 850 to 900 kDa that forms two stacked rings, 12 to 16 nm in diameter. {ECO:0000250}.	P87153
972447	Y	18.901966666666667				Q6DEL2
1031974	Y	14.897856666666668				O14463
1421421	Y	14.316286333333332			SUBUNIT: Interacts (via UBA domain) with monoubiquitin and ENT1 (via asparagine-proline-phenylalanine tripeptide motif called NPF). Interacts with PAL1 and SYP1. {ECO:0000269|PubMed:12529323, ECO:0000269|PubMed:16563434, ECO:0000269|PubMed:19713939, ECO:0000269|PubMed:22190733}.	P34216
1027527	Y	42.428875	3.1.4.11	3.1.4.11		O75038
1637356	Y	3.048473333333334				Q5R9U9
1271294	Y	765.1985633333334				O74803
1669416	Y	38.44226666666667	3.4.24.71	3.4.24.-		Q8IS64
1616540	Y	44.64313333333333			SUBUNIT: Interacts with SRC and SMN1. Interacts with FASLG (By similarity). {ECO:0000250}.	Q8MJ50
1719836	Y	4.351086666666667		2.5.1.87	SUBUNIT: Forms an active dehydrodolichyl diphosphate synthase complex with either SRT1 or RER2. {ECO:0000303|PubMed:25066056}.	Q12063
1650707	Y	0.6021626666666666				P87055
1010806	Y	3.1497333333333333				Q567Y6
962402	Y	5.364350666666667				Q54GD9
1286905	Y	2.5471713333333335				E5AD52
1282383	Y	106.60369105933333			SUBUNIT: Interacts with human secreted IgA (SIgA) at least via resides 244-260. {ECO:0000269|PubMed:23882011}.	A0A0H2VDN9
1273837	Y	66.33119333333333				O13621
186553	Y	629.8243133333334	1.1.1.3	1.1.1.3		O94671
1686054	N					P0C0V4
1086407	N				SUBUNIT: Found in a mRNA splicing-dependent exon junction complex (EJC) with DEK, RBM8A, RNPS1, SRRM1 and ALYREF/THOC4. Interacts with histones H2A, H2B, H3, H4, acetylated histone H4, non-phosphorylated DAXX and HDAC2. Component of the B-WICH complex, at least composed of SMARCA5/SNF2H, BAZ1B/WSTF, SF3B1, DEK, MYO1C, ERCC6, MYBBP1A and DDX21. Binds DNA (By similarity). {ECO:0000250}.	Q7TNV0
1684482	Y	7.193876666666667			SUBUNIT: Component of the CSN complex, composed of COPS1/GPS1, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7 (COPS7A or COPS7B), COPS8 and COPS9 isoform 1 (PubMed:11337588, PubMed:18850735, PubMed:26456823). In the complex, it probably interacts directly with COPS1, COPS2, COPS4, COPS5, COPS6 and COPS8. Interacts with PMF1 (PubMed:12020345). Interacts with the translation initiation factor EIF3S6 (PubMed:12220626). Interacts with CK2 and PKD (PubMed:12628923). Interacts directly with ID3 (By similarity). {ECO:0000250|UniProtKB:Q9CZ04, ECO:0000269|PubMed:11337588, ECO:0000269|PubMed:12020345, ECO:0000269|PubMed:12220626, ECO:0000269|PubMed:12628923, ECO:0000269|PubMed:18850735, ECO:0000269|PubMed:26456823}.; SUBUNIT: (Microbial infection) Interacts with vaccinia virus protein C9L. {ECO:0000269|PubMed:29444943}.	Q9UBW8
1315932	Y	33.607933333333335			SUBUNIT: Interacts with tubulin (PubMed:15331635, Ref.16). Interacts with BORCS5; recruits ARL8B to lysosomes (PubMed:25898167). {ECO:0000269|PubMed:15331635, ECO:0000269|PubMed:25898167, ECO:0000269|Ref.16}.	Q9NVJ2
1693039	Y	9.05088			SUBUNIT: Identified in the spliceosome C complex. {ECO:0000250|UniProtKB:O95926}.	Q6DGP2
1703888	Y	6.626460000000001		2.1.1.205		Q9UET6
1695322	Y	1.0479183333333333			SUBUNIT: Component of an import snRNP complex composed of KPNB1, SNUPN, SMN1 and ZNF259. Component of a nuclear export receptor complex composed of KPNB1, Ran, SNUPN and XPO1. Found in a trimeric export complex with SNUPN, Ran and XPO1. Interacts (via IBB domain) with KPNB1; the interaction is direct. Interacts with DDX20, IPO7, SMN1, SNRPB and XPO1. Interacts directly with XPO1. Its interaction with XPO1 and binding to m3G-cap U snRNPs appears to be mutually exclusive. {ECO:0000250|UniProtKB:O95149}.	Q68FP5
1296838	Y	2.41382			SUBUNIT: TFIIIB comprises the TATA-binding protein (tbp1), the B-related factor (brf1) and the B'' component (bdp1). {ECO:0000250|UniProtKB:P46678}.	O94481
1030627	Y	7.162819263333333	3.5.2.9			Q10094
953435	N				SUBUNIT: Interacts with CHMP1A, CHMP1B, VPS4A and VTA1. Interacts with SPAST, STAMBP, and USP8. May interact with VPS37B. May associate with the ESCRT-I complex. Interacts with MITD1, in competition with VSP4. Interacts with SPART (via MIT domain); leading to the recruitment of SPART to midbodies. Interacts with SPAST. {ECO:0000250|UniProtKB:P53990}.	Q9CX00
1293847	Y	1.1592766666666667				P53569
1052332	Y	517.0627466666666	2.7.4.3	2.7.4.3	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_03168}.	Q4WJ21
1637788	Y	1.3150420666666667				Q8JFW4
1416520	Y	16.178622		2.5.1.54	SUBUNIT: Homodimer. {ECO:0000250}.	P80576
1638144	Y	0.4185978666666667			SUBUNIT: The mammalian APC/C is composed at least of 14 distinct subunits ANAPC1, ANAPC2, CDC27/APC3, ANAPC4, ANAPC5, CDC16/APC6, ANAPC7, CDC23/APC8, ANAPC10, ANAPC11, CDC26/APC12, ANAPC13, ANAPC15 and ANAPC16 that assemble into a complex of at least 19 chains with a combined molecular mass of around 1.2 MDa; APC/C interacts with FZR1 and FBXO5. {ECO:0000250|UniProtKB:Q9H1A4}.	P53995
933062	Y	0.24440363333333334				Q5ZLG8
1057770	Y	2.23911795347			SUBUNIT: Part of the U11 snRNP, a component of the minor U12-type spliceosome. U11 and U12 snRNPs exist not only as monoparticles but also as a preformed U11/U12 di-snRNP complex. Interacts with CYP95, SCL28, SCL30, SCL30A, SCL33, SC35, SR30, SR34, RS31, RS40, RSZ21 and RS2Z33. {ECO:0000269|PubMed:15166240, ECO:0000269|PubMed:15987817}.	Q8VY74
949234	Y	10422.116576666667	5.3.1.5	5.3.1.5	SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00455}.	Q8A9M2
968093	Y	12.332346000000001		3.1.4.53	SUBUNIT: Monomer. {ECO:0000250|UniProtKB:P12252}.	Q8IRU4
1714962	Y	1.3973736666666667			SUBUNIT: Interacts with U1, U2, U4, U5 and U6 snRNAs. {ECO:0000250|UniProtKB:Q96GM8}.	Q17QN2
604512	N				SUBUNIT: Homodimer, u-shaped.	P02876
1670813	Y	12.655617999999999			SUBUNIT: Component of the CIA complex. Component of the MMXD complex, which includes CIAO1, ERCC2, CIAO2B, MMS19 and SLC25A5. Interacts with CIAO1, ERCC2 and MMS19; the interactions are direct. Interacts with KIF4A; the interaction facilitates the transfer of Fe-S clusters to KIF4A to ensure proper localization of KIF4A to the mitotic machinery. {ECO:0000250|UniProtKB:Q9Y3D0}.	Q9D187
1013826	Y	0.594277		2.7.11.1		Q9UTH3
1728358	Y	6.367263333333334	1.1.1.21	1.-.-.-		A0QV10
1024283	Y	3.3376973333333333			SUBUNIT: Component of the RNA polymerase III (Pol III) complex consisting of 17 subunits (By similarity). Interacts with TFIIB. {ECO:0000250}.	O94553
1027502	Y	21.256736666666665			SUBUNIT: Interacts with VPS52. {ECO:0000269|PubMed:15878329}.	O60499
1276739	Y	0.8113763333333335	2.7.1.68	2.7.1.68		O13853
1318039	Y	4.4991900000000005	3.1.1.29	3.1.1.29	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_00083}.	Q6GBY6
1275778	Y	147.447	1.1.1.21	1.1.1.21		Q6IMN8
1751230	Y	1.8452966666666668			SUBUNIT: TFIID is composed of TATA binding protein (TBP) and a number of TBP-associated factors (TAFs).	O13701
1699217	Y	1.1825663333333334			SUBUNIT: Component of the Nup107-160 subcomplex of the nuclear pore complex (NPC). The Nup107-160 subcomplex includes NUP160, NUP133, NUP107, NUP98, NUP85, NUP43, NUP37, SEH1 and SEC13 (By similarity). {ECO:0000250}.	Q9CWU9
1025307	Y	11.293025561290001			SUBUNIT: Component of the nexin-dynein regulatory complex (N-DRC) (By similarity). Interacts (via IQ domain) with calmodulin when calcium levels are low. Does not interact with calmodulin in the presence of Ca(2+). Interacts with hsp70 and may form a complex with camk4 and hsp70 (PubMed:24787902). {ECO:0000250|UniProtKB:A8HQ54, ECO:0000269|PubMed:24787902}.	A3KQH2
1014848	Y	5.236548136666666				Q09897
1021605	Y	0.566863			SUBUNIT: Interacts with TUBB and TUBA4A. Interacts with CEP350. {ECO:0000250|UniProtKB:Q0VFX2}.	Q4V7B0
1432202	Y	191.29580966666666	3.-.-.-		SUBUNIT: Component of a ribonucleoprotein complex. {ECO:0000250|UniProtKB:Q9UQ80}.	M1CZC0
1730486	Y	292.0369333333333	1.1.1.95	1.1.1.95; 1.1.1.399		P87228
1653473	Y	4163.674591333333	5.2.1.8	5.2.1.8		P0C1H7
1725966	Y	16.245183333333333	3.2.1.4	3.2.1.4		P54583
1645711	Y	0.6893396666666667	2.7.7.7	2.7.7.7; 3.1.11.-	SUBUNIT: Component of the DNA polymerase epsilon complex consisting of four subunits: the catalytic subunit POLE and the accessory subunits POLE2, POLE3 and POLE4. Interacts with RAD17 and TOPBP1. {ECO:0000269|PubMed:10801849, ECO:0000269|PubMed:11395493, ECO:0000269|PubMed:14500819}.	Q07864
1727246	Y	156.66866666666667				Q4P6E9
1026497	Y	1.994916		2.7.11.1		P50526
1676162	Y	6.705279	3.4.19.12	3.4.19.12	SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_03062}.	Q08DA3
1323483	Y	864.8991179999999				Q9C3Y4
1737789	Y	0.10249526666666668				Q6DCT2
933883	Y	1.1466436666666666			SUBUNIT: Binds acetylated lysine residues in histone H1.4, H2A, H2B, H3 and H4 (in vitro). {ECO:0000269|PubMed:22464331}.	Q9ULI0
1667437	Y	3.994157				Q3UQ44
1628408	Y	11.576042999999999				P44849
382731	Y	15.394603333333334				O13773
1043080	Y	0.333442				Q54BI3
929324	Y	1.6082066666666666		3.6.4.12		O74842
1630530	Y	11.685457333333334			SUBUNIT: Can form heterodimers with ABCD1/ALD and ABCD2/ALDR. Dimerization is necessary to form an active transporter. Interacts with PEX19. {ECO:0000269|PubMed:10551832, ECO:0000269|PubMed:10704444, ECO:0000269|PubMed:10777694}.	P28288
1013143	Y	9.069338666666667			SUBUNIT: Found in a complex with TEDC1, TEDC2, TUBE1 and TUBD1. {ECO:0000269|PubMed:29459677}.	Q9R1K7
1431260	Y	66.59263333333334		3.6.4.13	SUBUNIT: Associates with the nuclear pore complex. {ECO:0000250}.	Q09747
1672962	Y	1.4285533333333333				O94372
1697527	Y	2.273149				Q8IXQ4
1683513	Y	88.23542000042276		2.7.7.83; 2.7.7.23	SUBUNIT: Monomer and homodimer. Isoform AGX1 is a homodimer. Isoform AGX2 is a monomer. {ECO:0000269|PubMed:11707391}.	Q16222
1644155	Y	0.20223533333333332		2.1.1.354	SUBUNIT: Interacts with HDAC1, HDAC2 and HDAC3. Interacts (via MYND-type zinc finger) with NACA isoform skNAC. {ECO:0000269|PubMed:11923873, ECO:0000269|PubMed:20943667}.	P97443
1305953	Y	184.05895333333333		2.3.1.25		Q8L7R3
1690859	Y	100.18790000000001		3.1.2.-; 3.5.1.-; 3.5.1.124	SUBUNIT: Homodimer. Binds EFCAB6/DJBP and PIAS2. Part of a ternary complex containing PARK7, EFCAB6/DJBP and AR. Interacts (via N-terminus) with OTUD7B. Interacts with BBS1, HIPK1, CLCF1 and MTERF. Forms a complex with PINK1 and PRKN (By similarity). Interacts (via C-terminus) with NCF1; the interaction is enhanced by LPS and modulates NCF1 phosphorylation and membrane translocation (By similarity). Interacts with NENF (By similarity). {ECO:0000250|UniProtKB:Q99497, ECO:0000250|UniProtKB:Q99LX0}.	Q7TQ35
1275865	Y	8.190816666666667				Q0D205
926217	N					Q6H8R9
1304449	Y	1.3119036333333332		2.7.11.1		P38938
1430740	Y	24.1337			SUBUNIT: Interacts with DDX15. May interact with RUFY1 (By similarity). {ECO:0000250}.	P10881
1425421	Y	3.8228339000000005	2.4.2.30		SUBUNIT: Protein phosphatase 6 (PP6) holoenzyme is proposed to be a heterotrimeric complex formed by the catalytic subunit, a SAPS domain-containing subunit (PP6R) and an ankyrin repeat-domain containing regulatory subunit (ARS). Interacts with PPP1C and HNRPK. Interacts with PPP6C, PPP6R1 and PPP6R3 (By similarity). {ECO:0000250}.	Q505D1
1294891	Y	191.81207500000002			SUBUNIT: Heterotrimeric complex composed of SEC61-alpha, SEC61-beta and SEC61-gamma. {ECO:0000250}.	Q54XK2
1054281	Y	23.436281666666662				Q4I8E9
1727549	Y	4.889463333333333			SUBUNIT: Homooligomer (By similarity). Interacts with TGFBR2 and, less efficiently, with TGFBR1; interaction with TGFBR2 is independent of the receptor kinase activity and of the presence of TGF-beta. Also interacts with ACVR2B, but not with BMPR2. Interacts with SMAD4, preferentially following TGF-beta treatment (By similarity). Component of the putative homotypic fusion and vacuole protein sorting (HOPS) complex; the core of which composed of the class C Vps proteins VPS11, VPS16, VPS18 and VPS33A, is associated with VPS39 and VPS41. Interacts with PLEKHM2; involved in VPS39 recruitment to ARL8B-containing lysosomes (By similarity). Associates with adaptor protein complex 3 (AP-3) and clathrin:AP-3 complexes (PubMed:21411634). Interacts with STX17; this interaction is increased in the absence of TMEM39A (By similarity). {ECO:0000250|UniProtKB:Q96JC1, ECO:0000269|PubMed:21411634}.	Q8R5L3
1716252	Y	4.64036				Q9UTQ5
1040033	Y	1591.9243296666666			SUBUNIT: Homodimer. {ECO:0000305}.	P93212
1742683	Y	2.0915666666666666				Q9D845
1281216	Y	2.5255116666666666				O14244
1273381	N		3.4.24.-	3.4.24.-		C5FYJ8
1670656	Y	0.7215547666666666			SUBUNIT: Belongs to the multiprotein complex Integrator. {ECO:0000250|UniProtKB:Q96HW7}.	Q68F70
1002158	Y	4.573006333333334			SUBUNIT: AP-3 associates with the BLOC-1 complex (By similarity). Adaptor protein complex 3 (AP-3) is a heterotetramer composed of two large adaptins (delta-type subunit AP3D1 and beta-type subunit AP3B1 or AP3B2), a medium adaptin (mu-type subunit AP3M1 or AP3M2) and a small adaptin (sigma-type subunit APS1 or AP3S2) (By similarity). Interacts with SLC30A2 (PubMed:25808614). Interacts with CLN3 (via dileucine motif); this interaction facilitates lysosomal targeting (PubMed:15598649). {ECO:0000250|UniProtKB:Q865S1, ECO:0000269|PubMed:15598649, ECO:0000269|PubMed:25808614}.	O14617
1681618	Y	0.23102403333333332	3.1.3.5	3.1.3.-		A9BJC1
1416745	Y	0.34467499999999995	6.3.2.19	2.3.2.27	SUBUNIT: Dimer. Interacts with UBE2D1. {ECO:0000250}.	Q8NEG5
261154	Y	0.5228509				Q74ZX0
1679715	Y	5.814806666666667				Q0IH24
1695123	Y	62.05193333333333		1.97.1.4		Q46267
447984	N				SUBUNIT: Interacts with CROCC/rootletin and CEP250. {ECO:0000250|UniProtKB:Q96CN5}.	Q8CIM1
1417267	Y	4.514278333333333				Q5F3L4
1430041	Y	8.529629266666667				O74400
1059004	Y	3.8033966666666665	2.4.1.-	2.4.1.-		P46592
1365548	Y	0.02531826666666667				P15710
1625537	Y	6.907306666666667			SUBUNIT: Component of the endosomal sorting complex required for transport II (ESCRT-II), composed of SNF8, VPS25 and VPS36. SNF8 is essential for the stability of the ESCRT-II complex. ESCRT-II interacts with ELL. Interacts with TSG101 (via the C-terminal domain). Interacts with RILPL1 (via the N-terminal domain); which recruits ESCRT-II to the endosome membranes. Interacts with 14-3-3 proteins. {ECO:0000269|PubMed:14505570, ECO:0000269|PubMed:14519844, ECO:0000269|PubMed:16260042, ECO:0000269|PubMed:16857164, ECO:0000269|PubMed:16973552, ECO:0000269|PubMed:17010938, ECO:0000269|PubMed:17714434, ECO:0000269|PubMed:18539118}.	Q96H20
942040	Y	19.7977			SUBUNIT: AMPK is a heterotrimer of an alpha catalytic subunit (SNF1), a beta (SIP1, SIP2 or GAL83) and a gamma non-catalytic subunits (SNF4). Note=Interaction between SNF1 and SNF4 is inhibited by high levels of glucose. {ECO:0000269|PubMed:12393914, ECO:0000269|PubMed:16847059, ECO:0000269|PubMed:17851534}.	P12904
1281347	N		2.5.1.21	2.5.1.21		Q02769
1641879	Y	1.8890166666666666				Q5ZJN1
1713788	Y	4.35501	3.4.19.12		SUBUNIT: The U4/U6-U5 tri-snRNP complex is a building block of the precatalytic spliceosome (spliceosome B complex). Component of the U4/U6-U5 tri-snRNP complex composed of the U4, U6 and U5 snRNAs and at least PRPF3, PRPF4, PRPF6, PRPF8, PRPF31, SNRNP200, TXNL4A, SNRNP40, SNRPB, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF, SNRPG, DDX23, CD2BP2, PPIH, SNU13, EFTUD2, SART1 and USP39, plus LSM2, LSM3, LSM4, LSM5, LSM6, LSM7 and LSM8. {ECO:0000250|UniProtKB:Q53GS9}.	Q3TIX9
1348750	Y	55.04094166666667			SUBUNIT: Component of the septin complex composed of two copies of each spn1, spn2, spn3 and spn4. {ECO:0000269|PubMed:15385632}.	P48008
1430626	Y	3.953113333333333				Q54ET0
